,text,num_words,tag
18328,The main function of the Fort was as a place of retreat for guards stationed in the town.,18,
21741,"Bramfield is a village and civil parish in the East Hertfordshire district, in the county of Hertfordshire, England.",18,comp_sent
24343,"In 2020, as part of a $250 million redevelopment of Scott Base, Levy was part of the GNS Science team that ran models on projected sea levels in Antarctica based on various scenarios.",33,comp_sent
37182,"It displaces 1,800 lb of ballast.",6,comp_sent
13383,"The chorus with the rope swing, the palm tree off the rearview mirror, a kiss from someone you love.",19,comp_sent
34354,"At the end of his term, his Democratic successor, Rodman M.",11,comp_sent
30263,There are more than 270 kilometres of hiking trails in Tatra National Park.,13,
9246,"On 31 August 2004, Klavan joined Norwegian club Vålerenga on a three-month loan for a fee of 300,000 NOK, with an option to sign permanently for €500,000 when the loan period is over.",33,comp_sent
20058,It is a Category B Listed structure.,7,
37285,Misia Candle Night 2017 was a concert tour by Japanese singer Misia and the sixth installment of the Misia Candle Night concert series.,23,
6994,The distribution of Cerithium citrinum includes the Western Pacific.,9,
22827,He succeeded his father Makea Tinirau Ariki after his death in 1823.,12,
35359,"The Robinson–Macken House is a historic home in west downtown Austin, Texas.",12,comp_sent
35521,"Ramen, originally brought to Japan by Chinese immigrants about 100 years ago, began as a street food for laborers and students.",21,comp_sent
46254,Director Adam Irving initially read about McCollum's transit-related escapades by happenstance on Wikipedia and thought it would make a good subject for a documentary.,24,
27172,"On April 29, 2013 at around 10:00am CEST , The blast was caused by a natural gas leak.",18,comp_sent
42626,"Nicolas Jebran is a Lebanese fashion designer famous for haute couture in addition to his line of accessories, shoes and bags called Jebran.",23,comp_sent
13930,"Tiberius Plautius Silvanus Aelianus was a Roman patrician who twice served as consul, in 45 and 74 AD.",18,comp_sent
23125,"Later, Johnston made a speech on behalf of Mrs.",9,comp_sent
40293,"Species are found throughout Africa, south of the Sahara and may be moderately significant to minor agricultural pests.",18,comp_sent
33845,They defeated Little Rock in the first round of the Sun Belt Tournament before losing in the quarterfinals to UT Arlington.,21,
8472,Its layout conforms to other Roman stations: a square with each of its corners aligned with one of the four cardinal directions.,22,
42005,"Großheringen is a municipality in the Weimarer Land district of Thuringia, Germany.",12,comp_sent
43462,"A farming village situated in the valley of the Scarpe river, 6 miles northwest of Arras, at the junction of the D49 and the D49E roads.",26,comp_sent
3127,Sierra announced his retirement in December 2008 and accepted the position of manager with his beloved Unión Española.,18,
10833,"Stuart Blackton, the British born film pioneer and co-founder of Vitagraph Studios.",12,comp_sent
40010,"Other characters introduced in this season include Ironheart, Totally Awesome Hulk, Doctor Strange, Star-Lord, Groot, Marc Spector, and Anti-Venom.",19,comp_sent
46795,"Cole aimed to develop scientific rules that could be applied to practical breeding problems, keeping careful records while cross-breeding cattle, hybridizing corn, and improving barley, oats, soybeans and sweet clover.",30,comp_sent
33161,At a wine festival he finds Flambeau but Flambeau slips away.,11,
49605,Her name is often employed in skaldic poetry and kennings as a poetic term for land or earth.,18,
13547,Policemen also make gestures when directing traffic.,7,
10181,"He becomes acquainted with a young, progressive engineer who introduces him to a job at a factory.",17,comp_sent
22522,In the 1920s Somnes was a member of the old Stuart Walker Stock Company in Indianapolis and later involved with the Civic Theater there.,24,
16271,"On February 18, 2021, Evelyn Magley, CEO of The Basketball League , announced a new franchise called the Atlantic City Gambits owned by Robert Baldeo would join the league for the 2022 season.",33,comp_sent
14067,Yalameh carpets more resemble Khamseh designs with hooked medaillons arranged in the field.,13,
35678,One Day We'll Talk About Today is a 2020 Indonesian family drama film directed by Angga Dwimas Sasongko and produced by Visinema Pictures.,23,
11372,The crest and flag were approved on 23 March.,9,
10298,"In Week 1, Crosby recorded six tackles, two sacks, and two tackles for loss in a 33–27 win over the Ravens, earning AFC Defensive Player of the Week.",28,comp_sent
30180,"Procambarus fitzpatricki, sometimes called the spinytail crayfish, is a species of crayfish in the family Cambaridae.",16,comp_sent
20623,The Rams were members of the Atlantic 10 Conference and play their home games at the Ryan Center.,18,
18733,"While the 2006 champion Karpov defended his title, Kim managed a score of 7808 points to secure the silver medal – the first time a Korean had achieved the feat in the Asian Games decathlon.",35,comp_sent
10430,"She is the host of the reality TV show Brazil's Next Top Model, the Brazilian version of the show, created by Tyra Banks.",23,comp_sent
1225,"It has many schools: Calimesa Elementary School, Wildwood Elementary School, Chapman Heights Elementary School, Parkview Middle School, Mesa View Middle School, Yucaipa High School, and many others.",27,comp_sent
23524,Saint-Barthélemy-de-Séchilienne is a commune in the Isère department in southeastern France.,11,
6313,"As of the census of 2000, there were 226 people, 91 households, and 74 families living in the city.",19,comp_sent
23067,"Renata Salecl is a Slovene philosopher, sociologist and legal theorist.",10,comp_sent
14830,The Giant releases Dinklepuss and Jack from the dungeon in order to toil around his castle.,16,
28808,The racial makeup of the city was 93.,8,
46689,"This is a unique technique combining music and dance, and at the same time it is based on a dancer who is creating music via movements.",26,comp_sent
38922,Płochowo It lies approximately 7 kilometres north-west of the regional capital Białystok.,12,
20126,Figures have been rounded and may not add up to totals.,11,
49719,"Clear eyes, full hearts, can't lose! and Cultdom beckons.",9,comp_sent
48527,"Fruits are the best part of this village, which includes Apricot, Apple, Mulberry and Green cherry.",16,comp_sent
22968,"When PD Mansfield died in May 1869 the property was left to his daughter, Elizabeth Cuthell, but was not transferred until 1891.",22,comp_sent
8952,"The altarpiece of Santa Maria is considered the first major work of Catalan art made after the Succession War, and has three clearly differentiated levels.",25,comp_sent
32449,"Julian Gorkin wrote that her cousin was born Montserrat in the family of Caridad Mercader, mother of Ramon Mercader who murdered Russian revolutionary Leon Trotsky in 1940, and during and after the WWII Montserrat who was very similar to Maria used her documents.",43,comp_sent
35310,"As of July 2013, the game has sold more than 114,000 copies worldwide.",13,comp_sent
43862,"Kirk Yliniemi responded for Oregon State with a 31-yard field goal, making it 24–13 at the end of three quarters.",20,comp_sent
23343,Oggau am Neusiedler See is a town in the district of Eisenstadt-Umgebung in the Austrian state of Burgenland.,18,
32259,"There are 2 exits, lettered A and C.",8,comp_sent
6795,"Founded in 2012, San Martín plays its home games at Estadio El Florán.",13,comp_sent
44542,"On December 9, 2013, the band announced on its Facebook page that it would perform a special 15th anniversary show for A Place in the Sun, when the band would play the entire album from start to finish on February 28, 2014, at the House of Blues in Anaheim, California.",50,comp_sent
109,"It is a two-story building, with 30 hotel rooms, completed in 1917.",12,comp_sent
27960,"Despite starring in serial films, Rogers felt she was not going to improve her career unless she could participate in feature films.",22,comp_sent
44929,Two prints of the film still exist; one is held in a private collection and another is reportedly in Belgium containing French intertitles.,23,
34501,Kidde was apparently sacked from the post in 1651 on the grounds of mismanagement although it is thought he was forced out by Roman Catholic Sympathizers on account of his Puritan/Presbyterian ways.,32,
40762,"After two singles failed to chart, Booth's cover of Jim Croce's hit Workin' At The Car Wash Blues, made it to No.",22,comp_sent
6716,"It is situated on a lane between the small villages of Merrington and is in the parish of Pimhill, though borders the parish of Baschurch, which is one of the nearest substantial villages.",33,comp_sent
19963,"They are more closely related to tarantulas and allies, than to most other 'true' spiders.",15,comp_sent
35267,"They formed in 1992 under the name Sabazios, but changed shortly after with the demo release of Medusa's Tears in 1993.",21,comp_sent
29927,Troy takes the woman back to the mansion.,8,
5544,Basilisk is a 1982 album by The Legendary Pink Dots.,10,
14860,South Central is the original soundtrack to Stephen Milburn Anderson's 1992 film South Central.,14,
21972,"The Light Division advanced on Casal Novo, attacking through a fog which hid the French from sight.",17,comp_sent
24365,But the decline of the older style of legitimate drama reduced his opportunities.,13,
23854,"The prototype, N500BD, flew briefly on September 12, 1971, powered by a 36 hp Polaris Industries snowmobile engine.",18,comp_sent
24618,"Canada House is an Art Nouveau-style office building on Chepstow Street in Manchester, England.",14,comp_sent
6738,The 2022 Israeli Labor Party leadership election was held on 18 July 2022 in the lead-up to the 2022 Israeli legislative election.,22,
43126,Italics - Pole position set by final practice results or rainout.,11,
15009,"Hans Moser was an Austrian actor who, during his long career, from the 1920s up to his death, mainly played in comedy films.",23,comp_sent
46788,These rilles are generally parallel and run to the north-northeast for a length of about 230 kilometers.,17,
12088,It was launched to help farmers direct their own development and giving them control of the resources they create.,19,
24437,Eckart Altenmüller is a German physician and musician and one of the leading researchers in the field of neurophysiology and neuropsychology of musicians.,23,
2376,"Shoot to Kill is the debut album of the California punk rock group The X-Pistols, released January 18, 2011 on Suburban Noize Records.",23,comp_sent
32677,"Some time during the 1930s he was the victim of a hit-and-run accident which left him with permanent injury on one of his legs, he was bedridden for a long time and walked with a limp for the rest of his life.",42,comp_sent
11286,"Pseudoscilla babylonia, common name the Babylon pyram, is a species of small sea snail, a marine gastropod mollusk in the family Pyramidellidae, the pyrams and their allies.",27,comp_sent
30437,"As Gideon departs and the monster's victims are revived the next morning, Megan screams in terror when the neighbor, Mr.",20,comp_sent
9484,"Horses' Collars was filmed on November 23–27, 1934.",8,comp_sent
48701,"Boissevain is an unincorporated community, census-designated place at the 1950 United States Census under the spelling Boissevaine, when it had a population of 1,197.",24,comp_sent
36752,Kazuhito Futagami is a Japanese professional baseball pitcher who currently plays for the Hanshin Tigers of Nippon Professional Baseball.,19,
45749,"It is very similar to closely related species Flammulina velutipes, but differs by having a paler cap.",17,comp_sent
7359,She starred in a series of Gaby films such as Gaby en auto and more than twenty other silent films.,20,
7356,Righteously is a song written and performed by American singer-songwriter Lucinda Williams.,12,
28398,"The San Lorenzo Historic District, in San Lorenzo, Grant County, New Mexico, is an 80 acres historic district which was listed on the National Register of Historic Places in 1988.",30,comp_sent
2041,The Foreign Assistance Act prohibited foreign assistance to nations whose ships engaged in trade with Vietnam.,16,
1904,"In 2004, a pulsed electromagnetic field system was approved by the FDA as an adjunct to cervical fusion surgery in patients at high risk for non-fusion.",26,comp_sent
45558,"Orton was the first Canadian to win a medal, finishing first in the 2500-metre steeplechase.",15,comp_sent
4162,"Megachile pruina, also known as the Hoary Leafcutter Bee, is a species of bee in the family Megachilidae.",18,comp_sent
27954,"Founded in 2014, the company went public on the NYSE in June 2018, and at the time was the highest grossing landscape company in North America.",26,comp_sent
37277,"There are no perennial rivers in the region, but the region is abundant with groundwater aquifers.",16,comp_sent
882,"TuxOnIce and got it merged into the vanilla kernel, while development continued in the swsusp/Suspend2/TuxOnIce line.",16,comp_sent
11830,Discovering the Waterfront is the second studio album by Canadian post-hardcore band Silverstein.,13,
22517,"Beyblade is a 2001 Korean-Japanese collaboration anime television series based on Takao Aoki's manga series of the same name, which itself is based on the Beyblade spinning top game from Takara Tomy.",32,comp_sent
1579,"Born and raised in California, Dearborn kicked off her career as a classroom instructor in the employee Learning and Development department at Hewlett Giant.",24,comp_sent
44660,"At the time, the Tories held both Leicestershire seats; thorough canvassing on the part of Tamworth and some judicious payments quieted the Whig opposition, and Tamworth and the sitting member, Sir Thomas Cave, were returned without a poll.",38,comp_sent
32524,"Namco Bandai was contacted for comment, but a statement was not returned in time for the publishing of the report.",20,comp_sent
25333,Behind these and facing forwards the wireless operator sat on a seat at the front of the main spar.,19,
28672,"Hermes tells Ares to hush in case this gets him into trouble, but Ares, trusting Hermes to be discreet, goes on, and mocks Zeus' claim on the basis of how helpless he was when Hera, Poseidon and Athena rose in rebellion against him and tied him up until Thetis got Briareos to release him.",54,comp_sent
31175,"Another brother, Richard , married Beatrice Ellis, and was possibly the father of Thomas Gascoigne, Chancellor of Oxford University.",19,comp_sent
9670,"On 11 December, Wallace sent a column when they received small-arms fire from the right and tried to outflank their assailants, with support from the armoured cars but the column was recalled due to the volume of fire being received.",40,comp_sent
15231,Four 3-pounder saluting guns completed the ship's gun armament.,9,
16741,"In particular, it was seen as drawing attention away from pulpit preaching and the role of the minister.",18,comp_sent
38717,NSP3 was originally identified by three independent groups of researchers.,10,
38900,"Anna Seile was a Latvian politician, who served as a deputy of the Saeima.",14,comp_sent
9165,"The municipality contains about 16% of the 38,177 hectares Nascentes Geraizeiras Sustainable Development Reserve, created in 2014.",17,comp_sent
23582,"Oresbia heterocarpa is the perennial plant that is the only species in the South African native genus Leaves are without petiole and directly attached to the stem, smooth margins and with thick hair underneath.",34,comp_sent
45609,Most of the scales on the body are smooth while much of the head is naked.,16,
41208,"Subsequently, SSI/DBZ granted permission to Naval Warfare Simulations to create expansions and upgrades to Fighting Steel, which were produced for free download between 2005 and 2008.",26,comp_sent
10495,Saint-Mard is a commune in the Somme department in Hauts-de-France in northern France.,13,
15135,"Mitchell starred as Owen in Think the Unthinkable, and in the Ben Elton-penned BBC Two historical comedy Upstart Crow , playing the central character William Shakespeare.",26,comp_sent
9054,"Mexico, the host country and its representative Enrique Cáceres ended in an honorable tenth place.",15,comp_sent
20396,Stolen Sweets is a 1934 American comedy film directed by Richard Thorpe and written by Karl Brown.,17,
39192,"Hoffmann as a writer who uses uncanny effects in his work, focusing specifically on Hoffmann's story The Sandman , which features a lifelike doll, Olympia.",25,comp_sent
3508,"Breviraja spinosa, commonly known as the spinose skate, is a species of ray in the family Rajidae.",17,comp_sent
1659,"Cole consulted frequent collaborator, director Benny Boom, to film a music video for Heaven Sent.",15,comp_sent
39547,"The government said that Kedikilwe would retain his portfolio as Minister of Minerals, Energy, and Water Resources.",17,comp_sent
18824,"Giles in Reading is Father David Harris, a Canadian.",9,comp_sent
35855,"After the figures became part of the political dispute between Ahmadinejad and his rival Mir Hossein Mousavi in the 2009 Presidential election, Bahmani threatened to resign if his estimations were disputed.",31,comp_sent
1937,"For his 105th, 106th and 107th birthday the mayor of Wassenaar visited him, and on each occasion he wrote in his blog that he was surprised that Helders was still in such good health and well aware of current affairs.",40,comp_sent
2569,"He was a reserve officer in the Norwegian Army, attaining the rank of Second Lieutenant in 1901.",17,comp_sent
25560,The new state aimed to homogenize of its population.,9,
20603,"Neofotistos writes of the gruesome event that came to be known as the Vejce massacre and its aftermath: On 28 April NLA insurgents killed eight Macedonian male commandos in the Macedonian Army Special Forces, also known as Wolves , Macedonians formed community self-defense groups; in Skopje, gunmen in a passing car opened fire on the Albanian Embassy and on an Albanian-owned pizzeria, killing an Albanian man; businesses and stores of Albanians and other Muslims in both cities were looted or burned.",81,comp_sent
3556,It was the fourth and final single that originated on her 1983 LP What a Feelin' and the only ballad included on it.,23,
35420,The school colors are blue and gold.,7,
15630,In the nineteenth century the Hudson's Bay Company had a trading post a couple of kilometres north of the present community.,21,
15441,"Castellar is a municipality in the province of Jaén, in the autonomous community of Andalusia, Spain.",16,comp_sent
48614,This type of diadromous fish migration is known as amphidromy.,10,
45757,"The name in its current form is first mentioned in a 1744 document, further in 1745 by historian León Fernández Bonilla.",21,comp_sent
25557,"The scheme was initiated by several members of the National Assembly for Wales, led by Julie Morgan, Member of the Senedd for Cardiff North.",24,comp_sent
16900,Takai was named one of InformationWeek's 2013 most influential government CIOs.,11,
48894,The song earned a Grammy Award nomination during the 44th Grammy Awards for Best Pop Performance by a Duo or Group with Vocals.,23,
29751,They have large chelicerae with long and thin fangs.,9,
21343,"The computer's instruction set consisted of only 11 types of instructions: fixed-point addition, subtraction, multiplication, and division; comparison, and input & output.",22,comp_sent
35538,"In Western Christendom, the March equinox is one of the factors used to determine the date of Easter.",18,comp_sent
3532,"The phomoxanthones are named after the fungus Phomopsis, from which they were first isolated, and after their xanthonoid structure, which means they have structures similar to the compound xanthone and dicerandrol C: In PXA, the two xanthonoid monomers are symmetrically linked at the position C-4,4’, while in PXB, they are asymmetrically linked at C-2,4’, and in dicerandrol C, they are symmetrically linked at C-2,2’.",64,comp_sent
30446,His house 'Daffodils' is his salvation and the epicentre for art with his big bunch of friends.,17,
14142,"José Antonio Gómez Urrutia is a Chilean lawyer, Social Democrat Radical Party politician, and a former senator and president of his party.",22,comp_sent
18725,It is the only family in the suborder Placodesmata.,9,
36025,"In some of the bird-dispersed species, for example whitebark pine, the seeds are only released by the bird breaking the cones open.",22,comp_sent
38579,"Logic analyzers and bus analyzers are tools which collect, analyze, and decode signals for users to view in useful ways.",20,comp_sent
39238,"Bell was married to former talk show host Lee Phillip Bell, who co-created The Young and the Restless and The Bold and the Beautiful with him.",26,comp_sent
3675,It has 15 tracks with diverse inspirations from Bend-skin to Afropop to Afrobeats.,13,
43312,King Darius says: Eight of my dynasty were kings before me; I am the ninth.,15,
44904,"West Virginia voters chose five representatives, or electors, to the Electoral College, who voted for president and vice president.",19,comp_sent
14759,A popular and respected local high school teacher becomes the focus of his interest and a cat and mouse game ensues.,21,leftward_sent
16678,This hereditary title would pass to the oldest son of each generation.,12,leftward_sent
42474,"Kiyoshi defended it for minutes, but at the end, Nogueira repositioned and got the hold, making Tamura tap out.",19,comp_sent
23857,"During the final scene, everyone forgives Eric for everything that he has done, and says that he should make some friends that are human.",24,comp_sent
26507,Kosihovce is a village and municipality in the Veľký Krtíš District of the Banská Bystrica Region of southern Slovakia.,19,
9563,Aloidendron sabaeum is a species of flowering plant in the subfamily Asphodeloideae.,12,
33932,"That acquisition had further advanced Prussia as a great European power, which now posed an increasing threat to Austria's German lands and to Central Europe as a whole.",28,comp_sent
43843,"The village has a public library and football pitch, and tennis pitch in Penzion Agroland.",15,comp_sent
16238,"A school was established in Dolsko in 1880, and the schoolhouse was expanded with the addition of a second floor in 1904.",22,comp_sent
10151,The face is the feature which best distinguishes a person.,10,
15083,"They are flying mammals that are primarily frugivorous as their common name implies, however they will also eat pollen and insects.",21,comp_sent
14148,"Cahyadi graduated with a degree in civil engineering from the Sepuluh Nopember Institute of Technology in 1999, and after a 2-year career as a consultant he began working for Surabaya's municipal government in 2001.",34,comp_sent
15285,Girls on Film is the first music DVD by Girls Aloud and was released in 2005.,16,
45032,This species is distributed throughout portions of northwestern Mexico.,9,
47031,During that period he was chief negotiator for Serbia's accession to the European Union.,14,
27393,Male/Female differentiation can be determined using the rostrum as female's are longer.,12,
20179,"BERD has a partnership with Crescent City Crushers, the local junior roller derby league, to promote the sport locally.",19,comp_sent
32429,"In 1516, he painted an allegorical image, la complainte de nature à l'alchimiste errant , in which a winged figure with arms crossed, representing Nature, sits on a tree stump with branches that have been intricately shaped, His style is noted as keeping to the elegant French tradition, as well as a touch of Flemish realism.",56,comp_sent
5589,"After graduating in 1978, Chan returned to Japan to resume her singing career.",13,comp_sent
43253,The dredge valve is a component of a Cutter Suction Dredge or a Trailing Suction Hopper Dredger that is used control the flow of water and sand in the suction and discharge pipes of one of these types of dredgers.,40,
14531,"AllMusic reviewer Scott Yanow stated Due to his being such a talented altoist, arranger and occasional trumpeter for seven decades, it is often forgotten that Benny Carter wrote some worthy songs along the way.",34,comp_sent
22426,"Callirrhoe , also known as Jupiter XVII, is one of Jupiter's outer natural satellites.",14,comp_sent
38984,Regney is a commune in the Vosges department in Grand Est in northeastern France.,14,
36775,"Vilonya is a village in Veszprém county, Hungary.",8,comp_sent
47150,Morteza Farshbaf is an Iranian film director and screenwriter.,9,
48027,"The opera was very successful, in particular the music written for the tenor singer Giovanni Ansani, and was revived in Perugia for the carnival operatic season of 1777, then in Pavia in the spring of the same year.",38,comp_sent
37194,"The ship was then sailed to Sudan, where it was loaded with regular cargo and the crew was switched with Palestinian Authority personnel.",23,comp_sent
45364,"The painting is said to depict the Savoyard's disassociation and loneliness; Savoy was a poor region, and emigres were often marginal outcasts within the lands they decamped for.",28,comp_sent
6278,"Two of the three characters, Pygmalion and Galatea, are spoken roles; the other, Venus, is silently acted on stage.",19,comp_sent
40151,"On 7 July 2006, a memo was issued from The Pentagon directing that all military detainees are entitled to humane treatment and to certain basic legal standards, as required by Common Article 3 of the Geneva Conventions.",37,comp_sent
25172,He played ten first-class cricket matches for Victoria from 1910–11 to 1912–13.,12,
21742,"Characters, and images richly imbedded in a Chicanx cultural setting.",10,comp_sent
30535,The Electrified GV70 is the battery electric version of the GV70.,11,
3997,The film stars many local actors from the Riverina region.,10,
2615,Fiji qualified 7 athletes in boxing Fiji qualified a women's cricket team : Fiji qualified men's and women's teams in football : Group stage – Women's tournament.,27,leftward_sent
46213,Sobel made her first foray into teaching at the University of Chicago as the Vare Writer-in-Residence in the winter of 2006.,21,
21913,"There are a number of cultural and commercial artefacts that the Ministry of CIG regulates by licensing their entry into the country, or export from Iran.",26,comp_sent
14354,The Engadine lies at the most southeastern end of Switzerland and at the western end of the Eastern Alps and constitutes the Swiss part of the 130 kilometres in elevation.,30,
32837,"It then flows across private land in the Business Park, where there is a triple-discrete arch-underbridge under Michael Faraday Avenue, with one arch for the brook, and one each for two land drains flowing into the brook after the underbridge.",40,comp_sent
48452,Doneraile is part of the Cork East Dáil constituency.,9,
42442,"Strabo, who wrote during the time of Augustus , almost three hundred years after the fall of the Achaemenid Persian Empire, records only traces of Persians in western Asia Minor; however, he considered Cappadocia almost a living part of Persia.",40,comp_sent
13657,Late-stage tadpoles in total length.,5,
27358,"Instead, the game allows the player to select Snork who is unlockable if the player can complete the 30-floor Udan's Dungeon level in the quest mode.",26,comp_sent
14651,"Two other men, James McCormack, of County Louth, and John Hannan, of Newtownbutler, County Fermanagh, had already admitted the charge at an earlier hearing.",24,comp_sent
2386,"It takes its name from Increase Mather, a Harvard alumnus and prominent Puritan minister in the Massachusetts Bay Colony who served as the University's president from 1685 to 1692.",29,comp_sent
3156,"It is located in the Balvanera barrio, at the intersection of Avenida Corrientes and Avenida Pueyrredón, and named after the latter.",21,comp_sent
41869,"The lower banner with the College motto was also altered, changing from white to dark blue, and having the overall shape being less curvy and more neat.",27,comp_sent
23954,"The median income for a household in the city was $32,500, and the median income for a family was $40,625.",20,comp_sent
22776,"A merchant and manufacturer, he was first elected to the House of Commons of Canada for the electoral district of Haldimand at the general elections of 1904.",27,comp_sent
26717,"In total, only 14 bodies were recovered from the St George's Channel following the crash.",15,comp_sent
11319,"He hit her in the face with a shaft, and a crowd quickly gathered, chanting Let's kill her! She turned herself over to the constable and was placed on trial.",30,comp_sent
7616,"After joining the church, he became a missionary to Norwegians living in Wisconsin.",13,comp_sent
9445,"He began 2012 with a run at the Inter-Prefectural Men's Ekiden, where he won the final stage to take the title for Hyōgo Prefecture.",24,comp_sent
11701,"In 2017, it was estimated that there were 450,000 visitors, and many of these take the short walk to view the Pancake Rocks and Blowholes.",25,comp_sent
29335,"After his playing career, he became a coach with several Ligue 2 and Championnat National sides.",16,comp_sent
12150,"As such, mounted cavalry became essential to respond to the varied challenges to the empire.",15,comp_sent
44524,"Elisabeth died in 1950 at age 49, at their home, Schloss Niederaichbach and was buried next to her husband at St.",21,comp_sent
7818,"Moorhouse Chantry Chapel is a Grade II* listed Church of England chapel in the Diocese of Southwell and Nottingham at Moorhouse, within the Laxton and Moorhouse civil parish, Nottinghamshire.",29,comp_sent
10746,"While studying there, he was chosen for the school's annual European tour.",12,comp_sent
10455,Durach is a municipality in the district of Oberallgäu in Bavaria in Germany.,13,
22260,"Its design and construction included the installation of the Asian Story Wall, a multimedia installation consisting of twin banks of 30 seamless plasma screens displaying archived bank heritage and artworks.",30,comp_sent
4452,"In 1959, when Schaller was only 26, he traveled to Central Africa to study and live with the mountain gorillas of the Virunga Volcanoes.",24,comp_sent
7254,"The microregion consists of the following municipalities: The most populous municipality is Aragarças with 17,156 inhabitants and the least populous is Diorama with 2,236 inhabitants.",25,comp_sent
22284,"On June 7, 1890 he was appointed professor of civil and canon law at the École des chartes.",18,comp_sent
4983,"With the fading demand for studio albums, Zahir slowly become detached from the music releases.",15,comp_sent
13420,"Families would typically sit together in a box pew, and it is theorized that the concept of the box pew resulted from the fact that the early meeting houses were not heated, and the walls of the box pews would minimize drafts, thus keeping the occupants relatively warmer in the winter.",51,comp_sent
18433,"The September 16 match moved into overtime, and then into a second overtime before Toros' reserve Novak Tomić scored in 118th minute to end it.",25,comp_sent
9491,"Deleuze describes repetition as a shared value of an otherwise rather disparate trio: Kierkegaard, Nietzsche, and Péguy.",17,comp_sent
28193,"Following the elections, the result in Chari-Baguirmi was annulled, with a by-election held on 1 June 1958.",17,comp_sent
31831,"From the time of its founding until 2012, the town conducted its business from a modular office at the South Broward Drainage District headquarters.",24,comp_sent
14370,Frederick Hudson Fred Dore was an American lawyer and politician in the state of Washington.,15,
44053,"There is an eternity behind and an eternity before; and this little speck in the centre, however long, is but comparatively a minute.",23,comp_sent
4653,"Beneath the dragon heads, the gable ends are decorated with bargeboards and carved crosspieces.",14,comp_sent
40576,He also was one of the 15 PSOE-PSC deputies to vote against the investiture of Mariano Rajoy following the elections.,20,
31101,Euphorbia banae is a species of plant in the family Euphorbiaceae.,11,
