,text,num_words,tag
13064,Fong filed for reelection for the redrawn 34th assembly district.,10,leftward_sent
13082,Recently hatched eggs are orange-red; eggs nearly ready to hatch are reddish-brown.,12,leftward_sent
13180,Rogerson had no children of her own but raised his and considered them her family.,15,leftward_sent
13263,Russell became engaged in politics after the death of a young child in a traffic incident near where she lived.,20,leftward_sent
13345,Steed tastes the wine with the female employee and tries to get information from her about the heavy rain but to no avail.,23,leftward_sent
13376,Henri rows to a secluded spot on the riverbank which he refers to as his private office.,17,leftward_sent
13457,Nebria psammodes can reach a length of 12–13 millimetres.,9,leftward_sent
13594,Wilson made his league debut when he came on as a substitute against Queens Park Rangers in December 2010.,19,leftward_sent
13662,Several existing NSF programs and their objectives were merged into CAREER.,11,leftward_sent
13748,Irrgang studied political science at VU University Amsterdam and economics at the University of Amsterdam.,15,leftward_sent
13822,WILY broadcasts an oldies music format featuring the Good Time Oldies programming from Westwood One.,15,leftward_sent
13905,The sliding forend is connected to the bolt by dual operating bars.,12,leftward_sent
14027,To reach the peak a climber must walk along a very narrow ridge with sections no more than 30 centimetres wide and sections that are very broken.,27,leftward_sent
14043,To Live and Die in CA is the second compilation album by rapper Daz Dillinger.,15,leftward_sent
14060,MUM offers eight undergraduate degree programs.,6,leftward_sent
14321,Muzz announced the album via a teaser posted to his social media platforms on 21 May 2020.,17,leftward_sent
14388,Tavener slashed the index finger of his throwing hand while fumbling around in the ice box of his house one evening.,21,leftward_sent
14453,While winning the gold medal in 1948 he set an Olympic record at 52.,14,leftward_sent
14458,Middleton appeared in various films before making her breakthrough in Morten Tyldum's historical drama The Imitation Game.,17,leftward_sent
14484,Cheema hit a fluent 93 from 70 balls from No.,10,leftward_sent
14594,Murray Takes It to the Next Level is the fourth episode of the second season of the HBO comedy series Flight of the Conchords.,24,leftward_sent
14673,Cesar knows by a letter that Augusto is not his son.,11,leftward_sent
14684,Nicholson married Elizabeth Gibson in 1968 and had six sons and one daughter.,13,leftward_sent
14748,Joseph joined the Canadian men's national basketball team for stage two of their pre-2011 FIBA Americas Championship training camp in early August.,22,leftward_sent
14779,BDS relied heavily on religious and tribal authorities to spread their influence.,12,leftward_sent
14811,Kelly asked his old friend and collaborator Stanley Donen to co-direct with him.,13,leftward_sent
14841,Hakeem lead the Olympic team to qualify to the 2013 AFC U-22 Asian Cup passing the qualifications without any loss.,20,leftward_sent
14944,Onverdacht started as a wood plantation in 1737.,8,leftward_sent
14948,Muller became a star end at Cal and was the first player in the western United States to receive All-American honors in 1921 and 1922.,25,leftward_sent
15225,Trboušany lies approximately 21 kilometres south-east of Prague.,8,leftward_sent
15329,Kennan offered a strategy for Western resistance to Soviet expansionism.,10,leftward_sent
15344,WTCG became a so-called Superstation and created a precedent of today's basic cable television.,14,leftward_sent
15447,Dyulgerov made his debut for the Bulgarian under-21 team on 22 March 2019 in the starting eleven for the friendly against Northern Ireland U21.,24,leftward_sent
15510,Cherrie played every league match for Bray in 2017 and made a Bray Wanderers club record keeping six clean sheets in a row between 3 June and 16 July.,29,leftward_sent
15639,Turner signed an out-of-court settlement with Ford for an undisclosed amount in 1985.,13,leftward_sent
15667,Otho remained behind with a considerable reserve force at Brixellum on the southern bank of the Po.,17,leftward_sent
15749,Murthy falls for Sujatha's charms and neglects his family.,9,leftward_sent
15817,Frederick underlined his claim by using the Union's three crowns in his coat of arms and invading Sweden in 1563; both actions are considered the starting events of the Seven Years' War.,32,leftward_sent
15844,O'Shea entered the 2010 BDO World Championship as the number one seed.,12,leftward_sent
15858,Neely said this in a 2008 interview about it: I wish that my lungs felt as good as my hip.,20,leftward_sent
16067,Estri regains her memory after Khys’ council fails to get information locked in her mind by her father.,18,leftward_sent
16148,Brown taught theatre arts at Santa Monica College for his entire academic teaching career.,14,leftward_sent
16209,Reckhow expressed concern about the lack of corresponding public data available if philanthropic funders moved away from nonprofits to LLCs such as the Chan Zuckerberg Initiative.,26,leftward_sent
16299,Rojas attended the Gimnasia La Plata and played for its rugby team.,12,leftward_sent
16538,Arlington makes a decision to make his new identity a permanent one.,12,leftward_sent
16552,Fraser held the seat for three years before being defeated Edward Forrest by at the 1899 elections.,17,leftward_sent
16606,Mat uses the Heroes and reinforcements from the Seanchan to sweep the field.,13,leftward_sent
16614,Sigala released Wish You Well on 24 May 2019 with vocals by British singer Becky Hill.,16,leftward_sent
16616,Innaloo contains the Westfield Innaloo shopping centre.,7,leftward_sent
16628,Sneddon ended his career with a player-manager spell at Welsh League club Milford United.,14,leftward_sent
16700,Knerr took over The Katzenjammer Kids Sunday strip in November 1914 when Dirks left the Hearst-owned New York Morning Journal after a legal dispute.,24,leftward_sent
16934,AllMovie called it a throwback to the British portmanteau films of the 1950s;.,13,leftward_sent
16983,MCH became a children's hospital in 1988.,7,leftward_sent
17007,Convalescence served as the album's single with a music video that was frequently shown on MTV2's Headbangers Ball.,18,leftward_sent
17070,Srivastav tells the officer to wait a few minutes before arresting Tarneja.,12,leftward_sent
17118,A gabled dormer projects from the rear roof face.,9,leftward_sent
17207,Malaysia asserted that one of the reasons was both parties being unable to agree over the meaning of the 2008 judgement as it concerns South Ledge and the waters surrounding Pedra Branca.,32,leftward_sent
17218,Wolfe noted that the story is patently at odds with Clarke's scientific rationalism.,13,leftward_sent
17336,Farlington has a post office with ZIP code 66734.,9,leftward_sent
17598,Neto gained attention after leading the Brazil under-18 team to an impressive runners-up showing at the 2010 FIBA Americas Under-18 Championship.,21,leftward_sent
17671,Charlie admits that the affair has lasted a month.,9,leftward_sent
17816,Steinberg worked as a seamstress in Dublin where she met and married Belgian Vogtjeck Gluck in Greenville Hall synagogue in Dublin on 22 July 1937.,25,leftward_sent
17940,Rebottaro came through the Newell's Old Boys youth system to make his professional debut in 1970.,16,leftward_sent
18040,Alexandria became a key way station along the Hudson's Bay Brigade Trail.,12,leftward_sent
18051,To avoid this Broers and Sedgwick invented a thin membrane substrate using technologies used to make inkjet printer heads.,19,leftward_sent
18112,WLLZ became a full affiliate of the network in May 2006 when Urban America Television ceased operations.,17,leftward_sent
18129,Lostallo has an unemployment rate of 2.,7,leftward_sent
18171,The following competitors won several medals at the 2017 Asian Indoor and Martial Arts Games.,15,leftward_sent
18183,Harriman commissioned a number of American artists to decorate the house.,11,leftward_sent
18209,A revised version with recitatives rather than spoken dialogue was performed in Berlin on 3 August 1831 with Eduard Devrient as Bois-Guilbert.,22,leftward_sent
18210,Arians retired from coaching a second time after the 2021 season and became a consultant with Tampa Bay.,18,leftward_sent
18271,The eliminated Jesus then walks into the light and leaves the stage.,12,leftward_sent
18363,Fry used her influential network and worked with other prominent Quakers to campaign for the abolition of the slave trade.,20,leftward_sent
18452,Jordan beat 'em at the buzzer with a jump shot in the circle and Chicago has knocked off the Cavs 101–100.,21,leftward_sent
18609,Bailey followed Sutton manager Paul Doswell to Havant & Waterlooville for the 2019–20 season.,14,leftward_sent
18673,The resulting furniture designs by Breuer and others using this material are some of the most important of the period.,20,leftward_sent
18719,Hebrus ruficeps is a Palearctic species of true bug.,9,leftward_sent
18753,Kilgallon signed for Championship club Blackburn Rovers on 8 July 2013 on a two-year contract.,15,leftward_sent
18831,Talan owned an accountancy company in Zevenaar.,7,leftward_sent
18905,Nas brings Hip Hop back to the basics with a rough break-beat and a well-told story.,16,leftward_sent
18950,Sensible made an early decision to employ its signature overhead camera.,11,leftward_sent
19853,Roumanos made his international debut for Lebanon in their 56-14 loss to Fiji in the 2019 Pacific Test.,18,leftward_sent
19869,Newly emerged moths have a coppery sheen.,7,leftward_sent
19990,Gönczy studied biology at University of Geneva and graduated in 1987 with a diploma thesis in molecular immunology at the Department of Microbiology at University of Geneva.,27,leftward_sent
