,text,num_words,tag
89468,It is unknown at this time whether or not Lips: Canta en Español will be released in other Spanish speaking countries.,21,
10805,Chiomara is a genus of skippers in the family Hesperiidae.,10,
5085,Parkham has a primary school which is now federated with Buckland Brewer primary school and have around 90 pupils between them.,21,
69722,"Ayumi Hamasaki's Dome Live Tour 2001 A DVD was released on December 12, 2001.",14,comp_sent
65920,They are based in the town of Amboise and their home stadium is the Stade Georges Boulogne.,17,
2900,"After his divorce from Darnell in 1952, Marley continued to work on films including 1952's The Greatest Show on Earth for which he won a Golden Globe Award for Best Cinematography – Color.",33,comp_sent
57096,"Singles Collection: 2008–2011 is a box set by American rock band The Gaslight Anthem which was released on June 18, 2013.",21,comp_sent
8969,"According to Shih, the ROC government was invited by the Holy See because both governments share the same views on religious freedom, social justice and humanitarianism.",26,comp_sent
49148,"On May 2, 2018, the Canadian Elite Basketball League announced Hamilton, Ontario, as one of the original six teams for its inaugural season beginning May 2019.",26,comp_sent
40341,Hans Møller Gasmanns vei in Oslo is named in his honor.,11,
28576,Note: Flags indicate national team as defined under FIFA eligibility rules.,11,
42749,"Momin Ali Munshi of Galaxy Lollywood described the film's starting action scenes as wonderfully executed and having definitely set the right motion for the film, in addition to praising its background score; however, he noted that the introduction of multiple characters weakened the sequence of the plot, which made it a star-studded hot mess.",54,comp_sent
39053,"Providing habitat to more than 80 species of fish and 26 species of freshwater mussels, French Creek is among the most biologically diverse streams in the northeastern United States.",29,comp_sent
53939,"Although the first entry in Fighter Squadron records is dated 12 February 1934, the official history of the Royal Australian Air Force between the wars refers to the unit as having been established for the specific purpose of operating Australia's eight Bristol Bulldog fighters, which began entering service in May 1930.",51,comp_sent
18842,Drepanocarpus monospermus KurzDrepanocarpus monospermus Kuntze.,5,
39798,Daniel Pipes has stated that Peace is not made with enemies; peace is made with former enemies.,17,
42551,"This assistance usually occurs when these authorities and agents have to develop activities that, by their complexity, beyond their training or does not have adequate resources to carry materials.",29,comp_sent
78348,Amongst the specified requirements given were the ability to attain Mach 1.,12,
23856,"From the earliest documented encounters with Buddhism and Buddhists, Russians had mainly negative impressions about the faith and their adherents.",20,comp_sent
27206,"He began his political career as an advisor to Hans Wiegel, having previously worked as a history teacher.",18,comp_sent
55165,"After Tsongkhapa's death, his disciples worked to spread his teachings and the Gelug school grew extremely rapidly across the Tibetan plateau, founding or converting numerous monasteries.",26,comp_sent
43659,"By the age of six, he was studying with Woody Mann and exploring blues and country music.",17,comp_sent
11302,"Subsequently, numerous media reports continued to indicate that Aït Boulahcen had died when she triggered a suicide bomb.",18,comp_sent
9630,"Jost was born in 1889 to a bookbinder father in Magdeburg, where he attended the Kunstgewerbe- und Handwerkerschule Magdeburg and trained as a bookseller.",24,comp_sent
74505,Hirose's role for the film garnered her the Newcomer of the Year award in the same ceremony.,17,
4771,It can be propagated from cuttings or by grafting onto Myoporum rootstock.,12,
12892,There is an exterior dotted line and a terminal series of blackish dots.,13,
62722,"U-124 was shelled by the coastal battery at Fort Thornton, Georgetown on Ascension Island on 9 December; no damage was sustained.",21,comp_sent
60820,"A mill race was constructed from a dam on the Upper Iowa River, and it was routed beneath the building to power the turbine.",24,comp_sent
60963,Thousands of images and back copies of Flight are searchable online.,11,
6725,"Morever, they were the traditional arbitrators of conflicts between the various Rajput clans or branches.",15,comp_sent
10055,"He married singer Ami Onuki from pop group PUFFY in April 2002, and she gave birth to their daughter in March 2003.",22,comp_sent
3785,"The nearest international airport is Boston's Logan International Airport, 35 miles  from the town center.",15,comp_sent
74728,It has a similar pair of expansions in any even base.,11,
50408,"In tradition, the hair from birth is associated with undesirable traits from past lives.",14,comp_sent
14617,"In the end the consensus sided with Klass, with Friedman being the only central figure in the controversy to maintain the documents' authenticity.",23,comp_sent
85991,"Grégoire was born on April 24, 1975, in Montreal, Quebec, Grégoire has stated that her childhood was a happy one, noting that she was a good student who made friends easily and loved sports and the outdoors.",37,comp_sent
78834,"The Legion of Mary is a lay apostolate organisation at the service of the Roman Catholic Church, under ecclesiastical guidance.",20,comp_sent
46366,"Due to funding issues, the team decided it would return to being a UCI Continental team in 2021 to ensure its survival, after a two-year stint as a UCI ProTeam.",30,comp_sent
29673,"Gila River Arena has a seating capacity of 17,125 for hockey, 18,300 for basketball and about 19,000 for concert events.",20,comp_sent
37945,"The ground colour of the forewings is pale grey-brown which emphasizes the contrast between the reniform spot, orbicular spot and the ground color.",23,comp_sent
70951,"The Ghost who Saved the Bank at Monte Carlo is the eleventh episode of the 1969 ITC British television series Randall and Hopkirk starring Mike Pratt, Kenneth Cope and Annette Andre.",31,comp_sent
33919,The name of the settlement was changed from Mošnja to Ravnica in 1955.,13,
44515,He made his Russian Football National League debut for Sakhalin on 6 July 2014 in a game against FC Anzhi Makhachkala.,21,
16725,"The claim bill, which awarded Dedge $2 million in compensation, passed in the Florida Legislature during a special session in 2005.",21,comp_sent
61534,"The surrounding district is the historical Santerre, a lightly wooded and agricultural plateau.",13,comp_sent
10732,The species is found in terrestrial environments.,7,
86282,It is located 5 km from the parish capital of La Puela.,12,
33449,"On 19 May 2016, together with five other MPs, he left the Green Group, causing its dissolution, and joined the Socialists' parliamentary group.",23,comp_sent
36037,Ophiusa umbrilinea is a moth of the family Erebidae.,9,
12468,"The township is governed by a three-member board of trustees, who are elected in November of odd-numbered years to a four-year term beginning on the following January 1.",28,comp_sent
6203,"Gabrielle Pilote Fortin is a Canadian professional racing cyclist, who currently rides for UCI Women's Continental Team Massi–Tactic.",18,comp_sent
12999,"It has sixteen marked burial sites, and another ten to twenty that have no marking.",15,comp_sent
13555,"Filming took place in Maine during December 2012 at various locations, including a farm house that the cast later claimed was haunted.",22,comp_sent
26204,This is because the sediments need to be liquid-like or unsolidified for the deformation to occur.,16,
70819,"If I'm Lucky is an album by saxophonist Zoot Sims with pianist Jimmy Rowles, recorded in 1977 for the Pablo label.",21,comp_sent
2859,His father was secretary to the firm of A.,9,
30456,Instead he liked sports and continued to play basketball and competed for some a time in the Swedish Championship.,19,
85345,"Hortense, also learning of the infidelity, attempts to murder Jenny, only to kill her husband instead, and finds herself in prison.",21,comp_sent
80865,She was also a part on the New Women movement.,10,
4127,"He was critical of Khrushchev's reversal of Stalinist policies and alarmed by the uprisings that had taken place in East Germany, Poland and Hungary, and the perception that the USSR was seeking peaceful coexistence with the Western powers.",38,comp_sent
77476,"Woot's main site previously featured a daily podcast by Matthew Shultz, that briefly described the item up for sale and included a humorous song or skit.",26,comp_sent
61365,"The first of the two buildings, that at 3-5 Walton Street and 702-708 Washington, is a three-story brick and wood-frame structure built in 1897 to a design by Cornelius A.",30,comp_sent
7388,"During the 1960s, the aluminum Christmas tree enjoyed its most popular period of usage.",14,comp_sent
70023,"Polyaspartic acid and its derivatives are biodegradable alternatives to traditional polyanionic materials, in particular polyacrylic acid.",16,comp_sent
10888,Rosal announced that Ayala Land had partnered with LCC Group of Companies for the new mall development to be called Ayala Malls Legazpi.,23,
5806,"Through successive modernizations and restorations in the 1970s and 1980s, the building lost much of the historic integrity for which it was originally designated a landmark, leading to the withdrawal of its designation.",33,comp_sent
78859,The entomologist Francis Walker was another uncle.,7,
62892,"Batinac is a village in the municipality of Ćuprija, Serbia.",10,comp_sent
46913,Other alternatives are distance education and boarding schools.,8,
45322,It is a perennial that produces cream-colored flowers in late spring.,11,
84212,"This was a mainly rural area containing small towns and villages such as Dolgellau, Blaenau Ffestiniog, Bala, Betws-y-Coed, and Llanrwst.",20,comp_sent
35065,"The larvae feed on the flowers and leaves of Solidago virgaurea, Solidago canadensis, Artemisia absinthium and Artemisia vulgaris hiding by day under the leaves close to the ground.",28,comp_sent
532,Memory Serves is a 1981 album by the New York based No Wave music group Material.,16,
23600,"At Metacritic, which assigns a weighted average rating out of 100 to reviews from mainstream publications, this release received an average score of 83, based on six reviews, indicating universal acclaim.",31,comp_sent
46412,"Mirabella minensis, synonym Cereus mirabella, is a species of plant in the family Cactaceae.",14,comp_sent
36810,"The Natural History Museum of Aschaffenburg is a natural history museum located in the historical Schönborner Hof in Aschaffenburg, Bavaria, Germany.",21,comp_sent
64306,"General Girolamo Ramorino was accused of disobeying orders before the Battle of Novara, and, that same year, he was executed.",20,comp_sent
69406,The film was released directly to DVD in 2011 through Dimension Films' Extreme label.,14,
87897,The Soviet Union gave significant amounts of aid to the People's Liberation Army of Namibia during the Namibian War of Independence.,21,
17172,"Dhara Jagannadhapuram is a village in Rowthulapudi Mandal, Kakinada district in the state of Andhra Pradesh in India.",18,comp_sent
78697,Support for Network Time Security was added on version 4.,10,
33063,"Sofia Rotaru was awarded the grand prix of the Central Committee of Komsomol for this album, which became the reference in Ukrainian pop culture.",24,comp_sent
17802,"Coached by former Red Wings player and coach Johnny Wilson, the Stags began play in the 1974–75 season.",18,comp_sent
23965,"Thanks to Humble Bundle, the game was also ported to OS X and Linux in September 2013.",17,comp_sent
55772,"Six Hits and a Miss perform, as well as Glen Gray and His Casa Loma Orchestra, and Eduardo Durant's Rhumba Band, and with eight original songs by Saul Chaplin and Sammy Cahn.",32,comp_sent
67213,"Lina Wolff is a Swedish novelist, short story writer and translator.",11,comp_sent
68813,Ugada is a genus of cicadas from Africa.,8,
12200,Regional differences in jar shape have been noted.,8,
85508,"Originally written for The Emotions, it has been performed by many singers, most notably by Luther Ingram, whose original recording In 1972–73, The Faces recorded the song as an outtake for Ooh La La , his eighth album; as a single it peaked at number 23 on the UK Singles Chart in 1980.",53,comp_sent
75241,"In metal, Electra was offered with text figures and two different lengths of descenders; the longer of the two required leading, while the shorter could be set solid.",28,comp_sent
98549,"What a Week Omnibus Books 1-3 is a book, which contains first three parts of What a Week series by Rosie Rushton: What a Week to Fall in Love, What a Week to Make it Big and What a Week to Break Free.",43,comp_sent
75384,It was released in 1971 following up their previous self-titled release.,11,
71131,"It made the Lord Keeper of the Great Seal entitled to like place, pre-eminence, jurisdiction, execution of laws, and all other customs, commodities, and advantages as the Lord Chancellor.",29,comp_sent
20571,Another option chosen is to rent items needed for the wedding instead of buying all new equipment/decorations to control the amount of waste that could be created.,27,
34917,"Next, the French erected a battery of four guns on the point of La Madona della Catena.",17,comp_sent
34202,"Activision's Happy Trails, with strikingly similar gameplay, was released prior to the Intellivision port of Loco-Motion.",16,comp_sent
89112,Poincy is a commune in the Seine-et-Marne department in the Île-de-France region in north-central France.,15,
65339,This implies that the cartilage is fibrillar-collagen-based.,7,
83249,"It is also the site of Santa María la Blanca church which is notable especially for fine wooden lattice ceilings carved in the mid-16th century in the Mudéjar style, which were hidden under a plaster vault for hundreds of years and were uncovered in 2020.",45,comp_sent
18927,The Lumberjacks name came from the high level of importance that the lumber industry had in Muskegon's history.,18,
67269,"Teklafalu is a village in Baranya county, Hungary.",8,comp_sent
33351,Cadwallader Jones gets an appointment as deputy district attorney through the influence of his uncle.,15,
72225,"Subsequently, Radcliffe removed the salient and awarded the entire Ferozpur district to India.",13,comp_sent
73753,"Llandanwg railway station is in the village of Llandanwg in Gwynedd, Wales.",12,comp_sent
24175,"She confronts her father, and insists that she just wants to move on with her life.",16,comp_sent
47343,"Feasterville is a census-designated place located in Bucks County, Pennsylvania, United States.",12,comp_sent
10418,In October 2018 Belgian police interrogated him for corruption investigation.,10,
54714,"According to the 2004 census , the municipality had a population of 294 inhabitants.",14,comp_sent
64316,Jean-Marie also played with Guadeloupe musicians such as the guitarist André Condouant.,12,
24533,"The song Belfunk was originally created as a remix of Orbital's song Belfast, but Orbital hated it due to it having little-to-no resemblance to the original.",26,comp_sent
1883,"Since entering TVB, he has acted in many different television series, participated in a number of advertisements, and been an emcee and guest for a lot of variety shows and company events.",32,comp_sent
93248,The video also features shots of all the band members playing their instruments on the stairway at night.,18,
45856,The Manila Polo Club entrance is on the southern side of McKinley opposite the golf course on a small side street not far from Harvard.,25,
5603,Nemani 'Junior' is the son of former Fiji and Suva soccer skipper Maritino Nemani.,14,
58372,Poing is approximately 20 kilometres and MVV Bus systems.,9,
84347,"It is a thin annual herb growing up to 40 centimeters tall, with a basal rosette of rounded to oval leaves around the stem.",24,comp_sent
77020,She was wife of Sindhi politician Rasool Bux Palijo.,9,
34096,Also on the property are a log barn and smokehouse.,10,
21959,Provost is an American politician who represented 2nd Plymouth District in the Massachusetts House of Representatives from 1997 to 2003.,20,
41817,The two share a kiss but Lily needs time to figure out what she wants.,15,
77328,Gujranwala division is one of the major industrial hubs of Pakistan which requires talented and professionally trained human resource to meet the challenges and expectations of modern world consumers.,29,
1436,Lohith then leaves Omkaar in the highway and Omkaar is taken to the hospital by his henchmen.,17,
36955,Its location was chosen due to its proximity to Canterbury railway station.,12,
77809,"A racchabanda is a raised platform typically built under the shade of a huge tree, common in Andhra Pradesh.",19,comp_sent
75952,The Kamianske Reservoir is a water reservoir located on the lower part of the Dnieper River in Ukraine.,18,
11548,"As of 2007, SH 358 is undergoing major improvements to four miles of its roadway from its interchange with SH 286 to Airline Road in Corpus Christi.",27,comp_sent
16778,"Richie Unterberger calls the album One of the happiest, most underappreciated relics of British psychedelia.",15,comp_sent
38165,"Marina van der Rijk , known as Miggy, was a Dutch pop singer of the 1980s.",16,comp_sent
79435,"ASVOFF 8, under jury President Jean Paul Gaultier, took place 2–6 December at Centre Pompidou with Jean-Paul Gaultier, Nicolas Godin, Nicolas Saada, Mathias Kiss, and Iris van Herpen.",28,comp_sent
73411,"The field officers were Colonels William Gilham, John M.",9,comp_sent
8178,A 5–6 mi to reach Tony Grove Lake and the Mount Naomi Wilderness area.,14,
99380,"In 2003-2013 this group was treated as a suborder, Corophiidea, which in turn had been re-established to contain the taxa previously treated as the suborder Caprellidea, together with some families formerly placed in the suborder Gammaridea.",36,comp_sent
53055,Rosental railway station Frauenfeld–Wil line of Appenzell Railways.,8,
53644,Deinodryinus? aptianus is an extinct species of Deinodryinus in the wasp family Dryinidae.,13,
24619,"In 1973, Jürke Grau considered all these names synonymous to Felicia macrorrhiza.",12,comp_sent
69716,Sigmarszell is a municipality in the district of Lindau in Bavaria in Germany.,13,
70221,Vincencov is a village and municipality in Prostějov District in the Olomouc Region of the Czech Republic.,17,
20309,"Usually, these signals can be omitted when, for example, communicating with a PC's serial interface, or when special cables render them unnecessary.",22,comp_sent
95680,The 1953–54 Texas Tech Red Raiders men's basketball team represented Texas Tech University in the Border Intercollegiate Athletic Association during the 1953–54 NCAA men's basketball season.,26,
24665,"Protea convexa was already assessed as 'rare' in 1980, a conservation status which was given again in 1996 by the South African National Biodiversity Institute in the first Red List of South African Plants.",34,comp_sent
71501,Top speed with a single rider is approximately 100 km/h.,10,
16104,"Little represented Australia at the 2012 Summer Olympics in women's artistic gymnastics In March 2015, Emily Little was invited to compete at the AT&T American Cup alongside many all around world champions like Simone Biles and Vanessa Ferrari.",38,comp_sent
19199,"Vibert's first musical output was in a variety of bands, including a punk act called Five Minute Fashion and later a Beastie Boys-esque group called the Hate Brothers, but he quickly moved into the low-cost environment of solo electronic composition.",40,comp_sent
17020,Under the law of 4 April 1792 this disqualified Galbaud from becoming governor.,13,
62956,"Cooperation in security, humanitarian and peacekeeping fields: the normative basis is the Cooperation Protocol between the Ministry of Defense of the Kingdom of Spain and the Ministry of National Defense of the Republic of Lithuania, signed in Madrid on October 25, 2001.",42,comp_sent
31098,The eyes are pilose and in the male contiguous for a short distance only.,14,
64077,Its development was the result of a National Institutes of Health program that placed 20 copies of an early LINC prototype in selected biomedical research laboratories nationwide.,27,
19256,She has been a member of the Spain women's national volleyball team.,12,
78203,TikTok would later announce plans to file legal action challenging the order's transactional prohibitions with U.,16,
55871,"Demographically, the party is stronger with younger voters.",8,comp_sent
6557,It still serves as a hotel and a restaurant.,9,
90461,Later the same day Shakira revealed the cover artwork and its title.,12,
67757,"He also inked several Ploog stories in the swamp-monster series Man-Thing in 1974, and Ploog stories in the black-and-white comics magazine Planet of the Apes in 1974 and 1975.",29,comp_sent
25174,She created the role of Eva in the world premiere of Richard Wagner's Die Meistersinger von Nürnberg on 21 June 1868.,21,
94200,"In November, Cassidy and the rest of the Best Friends stable, began a feud with The Elite, specifically Cassidy with Adam Cole.",22,comp_sent
83133,It is prepared by bromination of acetophenone: The compound was first reported in 1871.,14,
69526,"This row house with its mansard roofs and center tower asymmetrically placed is an excellent example of Second Empire architecture in a multi-family building, rare in Cincinnati.",27,comp_sent
73634,"The navy considered selling the vessels for conversion into cargo ships, even those like Ersatz Karlsruhe that had had little work done; according to the proposals, they would have received diesel engines from unfinished U-boats.",35,comp_sent
29492,"Other scenes feature her against a black background, with snow boots on her hands against a wall, and playing a piano.",21,comp_sent
76440,Source: Competitive Matches Last updated: 18 October 2010.,8,
86793,"Robbins' first released recording, in 1978, was the song Tomorrow, from the musical Annie.",14,comp_sent
66151,"Released in anticipation of their upcoming third album, this three-track EP marks Toxik's first studio recording since Think This.",19,comp_sent
40672,A British destroyer torpedoed her wreck to prevent any repairs.,10,leftward_sent
6170,"The Uganda Independence Medal was authorised by Queen Elizabeth II on the occasion of the granting of independence to Uganda to give recognition to individuals of the Armed Forces, Police Force and Local Government.",34,comp_sent
22788,"Cybocephalus is a genus of beetles in the family Cybocephalidae, previously belonging to the subfamily Cybocephalinae of the family Nitidulidae.",20,comp_sent
33316,"They investigate further and discover that Wilbur's mother, Lavinia, is still alive and in an asylum.",16,comp_sent
90070,The hymnwriter Francis Pott served as parish priest at Ticehurst from 1861 to 1866.,14,
34661,The game is divided into seven chapters.,7,
32986,The agreement was signed the following day.,7,
67597,The artificial turf surfaced stadium was used as a multipurpose facility.,11,
46533,Polaris's Victory motorcycles use oil/air cooling exclusively.,7,
35640,This happens in a cave and when these are ended specially prepared offerings are made in a shed in what is known as the Royal Bed of Nyai Loro Kidul.,30,
74545,"Charles Stanhope, 3rd Earl Stanhope, aka Charles Mahon, 3rd Earl Stanhope, FRS , was a British statesman and scientist.",19,comp_sent
8098,"As soon as they got out of the boat, people recognized Jesus.",12,comp_sent
12867,"Blandford sired the winners of 308 races worth £327,840 in England, plus overseas winners.",14,comp_sent
24575,"As a result, it serves as the distribution hub for a vast area of the south-eastern region of the South American continent.",22,comp_sent
72618,The Taiwan rosefinch is a species of finch in the family Fringillidae.,12,
51116,It marks the grave of Confederate general William F.,9,
65767,The compilation album peaked at No.,6,
54988,"When the First World War breaks out in Europe in 1914, Sweden mobilises its landsturm to protect the country's neutrality.",20,comp_sent
83023,"In 1996, a new version featuring vocals by Beverley Skeete reached number six in the UK.",16,comp_sent
3033,In 1999 Tranz Rail demolished the historic Taihape railway station.,10,
76169,Sund is a hamlet in Ydre Municipality in the South Swedish highlands.,12,
17478,A completely different version of the game was released on the Game Boy in 1992.,15,
62995,Underneath the church there are claimed to be many tunnels which were used by smugglers in the 14th century.,19,
39994,"Günther Kleiber from 1984 to 1989, and a member of the GDR government as minister for machinery, agricultural machinery and vehicle construction from 1973 to 1986.",26,comp_sent
26870,The village is in the process of building a wastewater treatment plant that will discharge into the lake along the south side just past its park.,26,
34952,Sponge fishing in the Mediterranean has been in practice since ancient times.,12,
15371,Cutty Sark was the fastest ship on the wool trade for ten years.,13,
6826,The statue was formerly clad in gold.,7,
67424,Sales+streaming figures based on certification alone.,6,
85642,This species uses a C4 carbon fixation pathway in its photosynthesis.,11,
58634,"The village has one school, Congerstone Primary School, on Shackerstone Road.",11,comp_sent
91936,Mouy-sur-Seine is a commune in the Seine-et-Marne department in the Île-de-France region in north-central France.,15,
15667,"During the first protest, which took place on January 10, 2015 after Charlie Hebdo shooting, he was holding up a Je Suis Charlie sign near the Kremlin walls, expressing solidarity with French cartoonists murdered by Islamist terrorists in Paris.",39,comp_sent
21523,"Limonius californicus, the sugarbeet wireworm, is a species of click beetle in the family Elateridae.",15,comp_sent
76965,Frazier has written articles in every issue for thirty-five years and participated in every national and international conference of the organization since 1977.,23,
85341,The pupal stage lasts for 17–21 days.,7,
54239,"It covers the history, culture, and language of ancient Greek and Roman societies.",13,comp_sent
96441,"The Église Saint-Louis is a historic Roman Catholic church in the 15th arrondissement of Marseille, France.",16,comp_sent
61726,Vuckovich served as the pitching coach for the Pittsburgh Pirates for the 1997–2000 seasons.,14,
93082,"Hand-carved stencils, originally made from wood but now from heavy paper, are prepared and a mix of soybean flour and slaked lime is applied through the openings of the stencil onto the 100% cotton fabric.",35,comp_sent
70940,"Numerous ankle injuries suffered during his playing career ultimately necessitated the amputation of his left leg above the knee OCJHL = Ottawa City Junior Hockey League, OHA Int.",28,comp_sent
68493,This lunar eclipse is related to two partial solar eclipses of Solar Saros 124.,14,leftward_sent
41860,"Paronto hosted the pilot episode of War Heroes, a documentary series about American military personnel, produced by Fox Trail Productions.",20,comp_sent
92977,Yusefzadeh and some of the other teen captives attended the movie along with the cast and crew.,17,
79811,Enkhtaivany Davaakhüü is a Mongolian sports shooter.,7,
96969,"Kohner almost set up the movie at Cannon Films, who had a success making Death Wish II with Bronson, but Cannon refused to reimburse the cost of the screenplay and rights option.",32,comp_sent
59850,"It manages the Online Centres Network, the Learn My Way learning platform, The charity was originally known as Online Centres Foundation before rebranding as Tinder Foundation in 2013.",28,comp_sent
10961,The design was originally intended to use a new radial engine then in development and the early Kitfoxes had round cowls with bumps to accommodate the cylinder heads.,28,
31310,"The genus was named by botanists José Pavón and Hipólito Ruiz in honor of Luis Née, a botanist on the Malaspina Expedition.",22,comp_sent
11807,Jared Johnson of AllMusic described the album as straightforward Brit arena rock that envelopes worshipers in intense praise.,18,
74094,Juncalas is a commune in the Hautes-Pyrénées department in south-western France.,11,
58955,"A folk metal band with progressive elements, whose members hail from the Faroes.",13,comp_sent
72502,"Safranal is an organic compound isolated from saffron, the spice consisting of the stigmas of crocus flowers.",17,comp_sent
62575,Children attend primary school in Brampton and high school in Beccles.,11,
99778,"For this reason, the Centennial Astronaut Glove Challenge was created to build a better glove.",15,comp_sent
9955,"Since 1 January 2010, it has been part of the municipality Petersberg.",12,comp_sent
67257,A service tower stands above the roof line as a projecting geometric form originally carrying the ETA brand name.,19,
46434,"In stanza 10, Christine begins to explain how this change of fortune had occurred.",14,comp_sent
32842,"After the attack, NHS Digital refused to finance the estimated £1 billion to meet the Cyber Essentials Plus standard, an information security certification organized by the UK NCSC, saying this would not constitute value for money, and that it had invested over £60 million and planned to spend a further £150.",51,comp_sent
5411,"Flower is the thirty-fourth single by Japanese recording artist Gackt, released on July 1, 2009.",15,comp_sent
18033,Giulian Pedone is a Swiss motorcycle racer.,7,
84203,"The interior of the house consists of two essentially identical apartments, one on each floor.",15,comp_sent
98527,"The capital lies at the city Shahrisabz, itself not part of the district.",13,comp_sent
66461,"At Simeon Career Academy, Norvell played limited minutes as a freshman behind Jaylon Tate and Kendrick Nunn.",17,comp_sent
98772,"The cave, before there was any proper scientific and archeological research surrounding it, was subject to vandalism, specifically vandalized while being used as a set location in several movies in the 1970s and 1980s.",34,comp_sent
28742,"After several years with Cagliari, he left for Atalanta after fighting the manager Gianfranco Bellotto during a training session.",19,comp_sent
74305,The grey gurnard has a large head but does not have a deep occipital groove.,15,
