sentence_id,text
S4V0038P0_22409,What had been the experience of this country with regard to the relief of beleagured garrisons in the Soudan?
S3V0256P0_5030,What was the meaning in plain English of the announcement made by the noble Lord the Member for Haverfordwest (Lord Kensington)?
S5CV0009P0_11845,What becomes of the terms of the advertisement in face of appointing an admittedly unqualified person?
S3V0276P0_10681,What was the real case upon which it was founded?
S3V0054P0_1975,What was the expansion that was required?
S2V0015P0_8442,What did the learned judge do upon that occasion?
S3V0206P0_15216,What was the excuse which the noble Lord had advanced for bringing in the Bill?
S3V0331P0_15822,What were the facts in the case of the Templemore murder?
S3V0241P0_6020,What provision was made that the Irish cattle should arrive in a healthy condition?
S3V0179P0_1359,"What would, then, be the lieutenant's prospect of promotion?"
S3V0186P0_5410,What said Mr. Goulburn in the House in the year 1849?
S3V0016P0_7573,"What object could the Crown have in procuring an unjust verdict, and how many good reasons might there be for ordering Jurors to stand by, though at the same time it might be most difficult to establish a legal objection to them?"
S3V0327P0_6114,"What was the position in large boroughs, at Birmingham, and Liverpool, and Wolverhampton?"
S4V0144P0_5192,What part of this scheme was it which was not in abeyance?
S5CV0016P0_6959,"What is the use of a Septennial Act, or a Quinquennial or a Triennial Act, or any Act to limit the length of Parliament, if the House of Lords, whenever they pleased, by the simple expedient of rejecting the Budget, could compel an appeal to the people, because no Government can be carried on unless the taxes are levied?"
S3V0070P0_6663,"What had been done, in reference to the sugar duties, to promote the trade abroad?"
S3V0004P0_10043,"What were the natural indefeasible rights of the 10 l. a-year householder, or in what respect were his natural rights better than those of the nine-pounder?"
S3V0238P0_401,What can be more destructive as regards the object they avowedly pursue?
S2V0015P0_10548,"What alteration had since occurred to change the resolution of ministers, had the price of corn risen rapidly?"
S2V0009P0_14654,"What was the use of an estimate, if it did not approximate, in some degree, to the sum to be expended?"
S2V0004P0_4891,What was meant by keeping the Queen in so anomalous a situation?
S4V0081P0_13225,What is the position of the ordinary official in China?
S4V0033P0_8533,What were the reasons why the annuity should be discontinued?
S3V0105P0_7681,What was the evil of the debt at this moment?
S3V0303P0_5988,What are we to do under existing circumstances?
S3V0136P0_23935,What would the public say when they were told that the interests and feelings of individuals had been accepted by the House of Commons as a sufficient reason for rescinding an inquiry into the causes of the sufferings and distress that there prevailed?
S3V0341P0_1456,What good purpose would be served by appointing another Commission?
S3V0305P0_3043,"What would be the consequence if it were proposed that anyone, whether crofter or otherwise, who took a holding after the passing of the Act, and who, by a fresh contract held from year to year, should come under the operation of the Bill?"
S4V0001P0_25602,What was the case on the Ponsonby estate?
S4V0166P0_20612,What would be the position of the constable when the magistrate heard the facts?
S5CV0009P0_998,What sum do they really think will be brought in by these taxes?
S3V0339P0_2364,"What I would like to know from the noble and1 learned Lord is whether he adheres to the interpretation he puts on it, that it does withdraw the case of these two parishes from the free discretion of the Boundary Commissioners?"
S3V0221P0_822,What was the full lettable value of the land?
S3V0191P0_29456,What does he mean by the fort erecting in the neighbourhood of London?
S5CV0012P0_7058,What is going to be the effect of this Amendment on those fields?
S4V0059P0_11775,What necessity is there for an alteration of the law?
S3V0320P0_13429,"What would happen if the people went to that meeting, and there was no quarrel among them, they being all of one mind except the police and the military?"
S3V0270P0_12728,"What guarantee would that shopkeeper have that he would not be sent to prison for six months, simply because, with no intention of intimidating a buyer, he wanted to protect himself against giving credit for an amount that would never be paid?"
S2V0004P0_12101,"What course did the empress Catharine, that guardian of the rights of mankind, take then?"
S3V0087P0_15364,"What then was the use of judges and jury, if, whatever the number of offences, the offenders were not apprehended?"
S4V0146P0_17175,What was the use of the farmer draining his land unless there was some arterial scheme into which he could drain it?
S3V0158P0_27072,What was our position as regarded a foreign war?
S3V0033P0_16201,"What were Lord Grey's calculations, at the time that he introduced the Church Temporalities Act, of the amount of revenue to be obtained?"
S3V0160P0_7308,What are the dates of the Bills actually before us?
S3V0127P0_5140,What was the position in which the Sheriff Substitutes were now placed?
S3V0151P0_23772,What more did the noble Lord the Member for London say?
S3V0320P0_3619,What is the cow going to be fed on in the winter?
S3V0246P0_543,What has been the net result of your four years of triumph?
S3V0192P0_25969,What are we to do under such circumstances?
S3V0076P0_14261,What would be the consequence of that decision?
S3V0342P0_30712,"What right has a householder to speak for all the inmates of his house, who may number 10, 15, or 20?"
S5CV0011P0_25378,What is the particular evil in the manufacture of whisky?
S4V0040P0_14077,What were the essentials of any new authority?
S3V0132P0_19326,What were their means as compared with ours?
S3V0031P0_11240,"What advantage, he asked, did the occupying tenant derive under this Bill?"
S3V0129P0_9772,What was the proposition which the Government now made?
S4V0105P0_7627,What is the theory which underlies this Bill?
S3V0177P0_19006,What independent people could long endure them?
S3V0099P0_15047,"What right, then, has the Government to say that we are going to reduce the duty 1 . , the first effect of which will be, it is true, to take away some 240, 000 . , but by the increase of the consumption there will be no loss to you resulting from this measure?"
S3V0335P0_28018,What duties is he called upon to discharge?
S3V0288P0_22129,"What I wish to ask you, Sir, is, whether the President of the Board of Trade is in Order in introducing what is substantially a new Bill; or whether the right course would not be to move that the Order for the Second Reading of the present Bill be discharged, in order that a new Bill may be reintroduced?"
S2V0014P0_5903,What securities could be more convertible or more available than these?
S3V0018P0_3032,What were the Resolutions which he then proposed?
S4V0192P0_6374,"What business is it of ours that thirty years ago this man did not make as big an effort as he ought to have made to earn a living for himself, or did not, join a friendly society and make provision for his old age, or got into bad society and adopted loose and intemperate habits?"
S3V0017P0_10189,"What lesson will it convey to the poorer classes in general, when they see the Legislature thus sport with their consciences, and turn a deaf ear to their difficulties and persecutions?"
S3V0005P0_9072,"What he wished to know was, whether the Commissioners, in making additions to towns were to take in the whole of the adjoining parishes, or only a sufficient part to make up the fixed number of constituents?"
S3V0050P0_4643,"What hope, he asked, could the people entertain that this House would ever grant them any redress of their political and social grievances?"
S4V0143P0_3854,What was the only reason for this Motion?
S4V0040P0_145,What was the policy of the Bill now before their Lordships?
S3V0149P0_21313,What were the grounds upon which it was brought forward?
S4V0146P0_784,What have the chief men of these colonies said on this subject?
S3V0131P0_16155,"What was the principle and the policy of the common law in reference to these simoniacal transactions, which it had thus prohibited?"
S3V0104P0_12131,What are the statements of shipowners here?
S3V0031P0_14329,"What was the object, he must stop to inquire, of the British legion crossing this dreadful line of country—for such it was well known to be by those who were acquainted with its description and character?"
S3V0341P0_13608,What would these District Councils be according to the proposal of 1888?
S3V0020P0_6422,What was the state of Ireland before it was adopted?
S3V0105P0_9855,What was the use of the oaths taken at the table of the House?
S4V0056P0_18676,What does the right honourable Gentleman propose?
S4V0123P0_17734,What are the indications that His Majesty's Government have given of the means by which they think these closer trade relations ought to be secured?
S3V0339P0_4740,"What I want to ask the Chancellor of the Exchequer is—where is the other £15, 000 going to?"
S4V0126P0_1060,"What would be said if we asked that schools should be closed on, say, Ascension Day?"
S3V0279P0_18037,What does that mean but the rejection of Sunday Closing altogether in England?
S4V0113P0_8250,What possible need could there be for declaring that religious instruction was to be safeguarded when the whole function of the managers was to safeguard it?
S3V0201P0_12286,What were Mr. Pennethorne and Mr. Fergusson?
S3V0132P0_2119,What was the case with respect to the barracks in the Bahamas?
S4V0123P0_12307,What has been the official answer on this point?
S3V0311P0_23641,What has the English Government to do with it?
S3V0102P0_6113,What was there in the circumstances of Ireland different from those of Great Britain to justify this legislation?
S3V0342P0_8934,What becomes of the ten thousand farmers meantime?
S2V0009P0_3657,What was the cause of this difference between the two countries?
S3V0337P0_18754,What is going on in London at the present moment?
S3V0337P0_7608,What representations have been made to Parliament on the subject?
S3V0025P0_8519,What was the intention of the noble Lord (the Chancellor of the Exchequer) opposite?
S3V0032P0_11748,What was the case of the Irish Roman Catholics with respect to civil disabilities?
S3V0100P0_2474,What was done in pursuance of that advice?
S4V0011P0_12255,What does Ireland now contribute to direct taxation?
S3V0259P0_22211,"What would be said if all the public places in Paris, which foreigners so much enjoyed, had to be provided by the taxpayers of Paris?"
S3V0323P0_11726,What was the third joint on which Mr. Goulburn insisted?
S3V0123P0_10683,What was the state of the country when I entered this House in 1841?
S4V0042P0_6590,What was there to prevent the Treasury from utilising for the purpose in question the services of the officers already appointed to assess land and buildings in connection with general taxation?
S3V0245P0_12659,What were the arrangements under which this silver and bronze coin was coined?
S5LV0001P0_11178,"What would do more to make a man stay, say, in a country town and give him an interest in the place than to provide him with a little piece of land where he could grow flowers or vegetables?"
S3V0142P0_11682,What was their case in regard to the ordinary occupations of life?
S3V0234P0_11905,What was the position of himself and of those who thought with him at that time?
S3V0200P0_16133,"What happened on this proposal of the Government, which practically reconciled many to the principal provisions of the Bill?"
S3V0238P0_18520,What had been the result of public executions?
S4V0030P0_6224,"What was the use of the President of the Board of Trade, or of any Government Department which only possessed such powers?"
S3V0192P0_11032,What young officer is there who has not a purchase grievance connected with the fancy prices?
S4V0040P0_6154,What is the ground upon which the largesse in this Bill is to be made?
S3V0014P0_3805,What was the real end and aim of the worthy Alderman's statements and assertions?
S4V0081P0_23130,What are the points in the Act of 1883 proposed to be amended by this Bill?
S4V0068P0_18480,What is really intended with regard to the future of these bodies?
S3V0033P0_7612,What was going on at the present moment in Jamaica and the West-Indian islands which had been longest colonized?
S3V0229P0_8503,What reply to that did the Government make?
S3V0170P0_25419,"What would the Admiral commanding on the Chinese station think, when he knew that the Anglo-Chinese Admiral was receiving a larger salary than himself?"
S3V0015P0_17663,What object could he have in such a course of proceeding?
S4V0198P0_12758,What did they find from experience in France?
S3V0342P0_14657,What would anyone think of the application to an ordinary partnership of the principle contained in this Bill?
S3V0138P0_27542,What prospect was there of arriving at a satisfactory settlement of the question by passing the measure?
S4V0125P0_10828,What was the result of the last words in his Amendment?
S3V0150P0_13208,"What do you suppose, in the first place, will be the effect upon the people in arms in Oude?"
S3V0162P0_17702,What would Lancashire and Yorkshire say if they were treated in such a manner?
S4V0031P0_22604,What was the result of the reluctant compliance of the Lord Chancellor with the suggestions which were conveyed to him in this disrespectful and dictatorial manner?
S4V0194P0_11579,What was to be done with him during the day or two days which might elapse before he could be brought before the Court?
S3V0302P0_8553,"What was it, then, to which the noble Marquess opposite referred when he spoke of proposals of a Socialistic tendency which, in his opinion, were not included in that programme?"
S3V0028P0_3912,What did the petitioners mean by Irish agitators?
S3V0023P0_7381,"What was the advantage to be gained, by making a set of idlers, from one end of the kingdom to the other?"
S1V0021P0_573,What is the probable balance of peril between its continuance and its removal?
S3V0198P0_6548,"What could be more absurd than to say that a man should be allowed to marry his deceased wife's sister, but not his deceased wife's daughter?"
S3V0223P0_23082,"What was the use of having a Commission for the consolidation of the statute law, when almost every Act the House passed was framed in a manner inconsistent with consolidation?"
S3V0333P0_26398,What is the amount of the deficiency; and when can the deficiency be made good?
S5CV0019P0_20318,"What is more easy, and what is more natural, than that he should fall back amongst his old associates and become a confirmed criminal?"
S4V0110P0_14089,What charge has been brought against the twenty-nine cadets who have been thus punished?
S2V0002P0_14771,What were they doing when you first saw them?
S2V0002P0_10844,What beds were there that night in the bed-room of the princess?
S3V0299P0_8557,What is there in this Vote which has reference to the question of Bechuanaland?
S3V0276P0_22865,What are the main objections to the present system?
S3V0162P0_29700,What is the great distinction between the respective duties and powers of the Commons and the Lords?
S3V0062P0_6176,What would the people of England think if the natives of Affghanistan had come over here to establish the dynasty of the Stuarts?
S4V0090P0_531,What amount of loss of life does lie require to make it necessary?
S3V0132P0_19158,What was the state of the country when we took office?
S2V0009P0_15840,"What would be the effect of diffusing education throughout Ireland in the present oppressed and degraded state, of the great bulk of her population?"
S3V0191P0_10742,What will be gained by this great sacrifice of principles on our parts if we are to accede to it?
S3V0026P0_6856,"What do you propose to do for it, let me ask his Majesty's present Ministers?"
S4V0088P0_4239,"What has the remaining Boer to expect—call him guerilla, bandit, freebooter, what you like?"
S4V0059P0_985,What have they got to guess at when these provisional orders are applied for?
S3V0036P0_10940,What security from persecution was enjoyed by the Protestant clergyman?
S3V0305P0_15994,What was the history of England's effort to rule Ireland from Westminster?
S3V0104P0_10248,"What prospect is there, at this moment, of any measure being brought forward to prevent the recurrence of another claim like the present?"
S3V0284P0_18806,What had been the consequence of the policy of the Government?
S4V0079P0_18050,What authority could an engineer officer have over the stokers under such circumstances?
S4V0167P0_9117,What town in England with half that population would not be insulted if it were called a village?
S4V0146P0_18799,What had made the Tyrone case a civil case?
S2V0002P0_13868,What did you mean by saying this instant that you remained only a moment?
S4V0039P0_1726,"What consideration had the brewers shown in the past for the consumer, the retailer, and the agriculturist?"
S3V0278P0_22501,What were the grievances that were sought to be remedied?
S4V0103P0_9421,What was the basis of all the speeches made against this proposal?
S2V0012P0_6669,What was the result of the Catholic Board in 1812 and 1813?
S1V0014P0_13083,"What would be the situation of that house, if no measure were to be adopted for correcting those corrupt practices which were universally admitted to exist?"
S3V0092P0_15946,What is the allowance in the House of Correction for criminals?
S3V0093P0_8926,What was the object of the present measure?
S4V0126P0_1665,What is this mode of dealing with a Bill?
S3V0099P0_3984,What was the opinion of the noble Lord the Secretary for Foreign Affairs with reference to the Jesuits?
S4V0052P0_5282,What were the remedies put forward by the noble Lord and the Government of India?
S5LV0002P0_4639,"What possible objection can be urged against the principle that every able-bodied man shall be called upon, not only throughout the United Kingdom, but throughout the Empire, to fulfil the first and most fundamental duty of citizenship—that of the defence of his country?"
S3V0245P0_3940,What was the meaning of that disobedience on the part of Sir Bartle Frere?
S3V0064P0_17517,What took place after the arrangement made in the year 1826?
S3V0210P0_6599,What was the proportion of Catholics to Protestants in Cork?
S3V0210P0_2518,What would have been the effect upon the south-eastern counties of England if there had only been one investigation in this case?
S3V0176P0_19753,What did I know of these despatches until they were laid on our table?
S3V0119P0_12664,What had they seen in Ireland since these transactions?
S3V0012P0_5451,"What was the trifling act in which his name, justly or unjustly it was not then for him to say, had been implicated?"
S3V0176P0_20879,What has happened in Parliament this year—in both Houses?
S5CV0016P0_36913,What is the justification for this most abnormal and most irregular kind of proceeding?
S3V0228P0_10861,What was the case which they had to deal with?
S3V0115P0_9900,What then is to be the effect of the exclusion of the second and the third clauses?
S4V0030P0_22748,"What good will you do by taking those Church endowments and handing them over to cottage hospitals and so on, on the one hand; and, on the other, transferring the voluntary offerings of Churchmen to the Church?"
S2V0007P0_21112,What was the grateful return made for that concession?
S4V0022P0_3456,What has happened since that Debate and Division to require the House to go back on the judgment which it then pronounced?
S3V0300P0_1417,What authority did he cite against me to condemn and crush me?
S3V0264P0_22022,What was the present Amendment of the Government in plain English?
S3V0157P0_14130,What has been the object of our legislative labours for many years past but to put an end to a class legislation which was much complained of?
S4V0068P0_9018,What about the reduction of existing competitive rates?
S3V0309P0_6211,"What was the opinion of the present Under Secretary of State for India (Sir John Gorst), expressed at the same time, in speaking on behalf of an independent inquiry being made into the Maamtrasna case?"
S1V0021P0_1610,"What was the operation of the licences as granted at present, but to counteract the Orders in Council, which were resorted to for the interest of the state, and which were only to be justified by the necessity of the case?"
S3V0153P0_9447,What did the Bill of the noble Lord in 1854 propose to do?
S3V0136P0_13365,"What sort of conclusion do you think disinterested and impartial critics—people in the United States, for instance—will draw from such a policy?"
S3V0069P0_6834,What practical result would be obtained from the divison?
S4V0105P0_10231,"What becomes, then, of our claim of priority of right in railway construction in the Yang-tsze Valley which we have always been led to understand was set up and maintained under the several agreements concluded between us and Russia, and between this country and Germany?"
S3V0028P0_11160,What was to become of the Society of Lincoln's-inn and the Benchers now?
S2V0011P0_10672,What necessity could there be for making these new levies to serve under the banners of the West-Indian army?
S5CV0009P0_1566,What I wanted to know was: What is the actual nature of the transaction?
S3V0054P0_7389,What was the real object of the remedy applied in the measure of the noble Lord opposite?
S3V0147P0_13041,"What steps have been taken by her Majesty's Government in pursuance of the Report of the Committee on Contract Packets appointed under the Treasury Minute of 1st March, 1853; and whether it is now contemplated to grant an extension of any existing Contracts, notwithstanding the modifications recommended in that Report?"
S3V0095P0_15245,"What he wished to ask the noble Lord was, whether he were prepared to state to the House, and through the House to the commercial community, the present position of the negotiations with France upon this subject, and whether there was any hope of a speedy removal of the French blockade?"
S3V0308P0_20142,"What did the noble Lord, in such circumstances, do?"
S3V0105P0_1751,What difficulty exists now that will not he equally formidable then?
S2V0019P0_11879,"What was the answer of Mr. Delacour of Cork—of Mr. Driscoll of Limerick — indeed of every man acquainted with the state of Ireland, when examined as to the consequences which emancipation would produce in Ireland?"
S3V0144P0_26179,"What was the conduct of the Admiral, Sir Michael Seymour, after the letter of Sir John Bowring?"
S3V0178P0_10736,What are the difficulties of detail or arrangement which tend to embarrass the operations of the Act?
S3V0308P0_5799,What has been his experience in the past?
S3V0229P0_13956,What effect would this Bill have on the boroughs?
S3V0176P0_6019,What was the feeling of the people of Ireland on this subject?
S4V0112P0_1336,What has been the history of Africa hitherto?
S3V0232P0_9035,What was Lord Shaftesbury's opinion of Russia in 1860?
S3V0065P0_9241,What effect would this have on the agricultural labourers?
S3V0214P0_10780,What was the ordinary course followed with respect to a married woman possessed of property?
S3V0148P0_14465,What has changed this feeling in the minds of the people of this country?
S4V0180P0_4837,What is to be the result of placing us so undeservedly in this position of helplessness?
S3V0179P0_7910,What becomes of the pretence of which we have heard so much about alleviating the burdens of the poor—supposing there is any sincerity in those who make use of that argument—if you refuse to relieve your poorer brethren of this great curse upon them?
S3V0150P0_23736,What are the objections to proceeding with the proposals of Her Majesty's Government?
S3V0065P0_7455,"What must be the consequence of all this, if ant prevented by an alteration in our present laws, which restrict our foreign markets, with our superabundant population?"
S3V0154P0_4520,What offering will he bring to unbar the portals of the political paradise?
S3V0049P0_3830,What would be the consequence to passing the bill?
S3V0021P0_19201,What reason was there to apprehend a reduction of price?
S5CV0014P0_17409,"What Bill, therefore, would you have taken?"
S3V0264P0_789,"What is there in the Bill to show that this Commission, which is invested with these unlimited powers, may not, if it thinks fit, take into consideration the amount given in the purchase of the holding when they are fixing a fair rent?"
S4V0053P0_12253,What is the real position of university education in Ireland?
S1V0035P0_8664,"What are the poor-rates in many places, but a mode of payment of wages, and that the very worst sort, as k breaks the spirit, and destroys the independence of the labourer?"
S3V0014P0_5698,"What would be the feelings of the people of England, if an attempt were made to allow clergymen to have the power of having receivers over English estates?"
S3V0198P0_14462,"What are 8, 000 miles of road, however, in a coun- try like India?"
S2V0015P0_12361,"What was the proposition which they had made to the House, on Tuesday last?"
S3V0264P0_23161,What was the position in which they were at present placed?
S4V0110P0_2096,What does the promise of the Commander-in-Chief amount to?
S3V0267P0_8220,"What he wanted to ask the Prime Minister was this—Supposing that he conquered in this struggle, supposing that even the feeblest Administration that ever sat on those Benches should at last be victorious in the struggle, what would be the position of the Land Court then?"
S5CV0011P0_32500,What are the conditions under which we are debating this Bill?
S4V0048P0_3386,What were the solutions that had been offered?
S3V0333P0_27753,"What becomes of this enormous mass of children after they have passed out of the day schools of this country, very poorly equipped for life, at the age of 11 or 12?"
S3V0032P0_16839,What was meant when they heard persons talk of the chivalry of the British nobleman—of the elegance and splendour in his dwelling—of all the arts and refinements connected with his establishment?
S4V0183P0_8299,What was the action of the Chief Secretary himself?
S4V0112P0_7980,What was the cause of that enormous increase?
S3V0014P0_7111,"What was the engagement, the spirit, as well as the letter of this engagement?"
S3V0313P0_18489,What man who knows anything of the law would undertake to make such an assertion as that?
S3V0266P0_1524,What is the tenure and what the remuneration of these gentlemen?
S3V0217P0_1950,"What I have to call your Lordships' attention to, however, though not by way of complaint against my noble and learned Friend on the Woolsack, is this—if the Government were of opinion that any functions undertaken by Lord Westbury and myself should be made the foundation of changes in the Bill, why was not that opinion expressed here?"
S4V0032P0_18165,What on earth can be the meaning of such a proposal as that?
S3V0183P0_25985,"What was the difference between them, the Conservatives, and the old Whigs now?"
S4V0183P0_9470,What about the firing of hayricks and houses and the burning of cattle in their stalls?
S3V0062P0_11516,"What tax, he would ask, was not unequal in its operation?"
S4V0166P0_4475,What have we been told this evening with regard to the grievance that is sought to be remedied by this Bill?
S3V0117P0_9458,What amount of fine—what sort of imprisonment?
S3V0342P0_14223,What does the English farmer say about it?
S3V0183P0_6975,What practical step was expected to result from the inquiries to be made by the Commission?
S3V0172P0_8914,What would become in that case of the horses of the invading army?
S5LV0003P0_9885,What right had they to put the screw on the landlord?
S3V0008P0_2036,"What power engendered those uncouth shapes—what multiplied the monstrous births, till they people the land?"
S2V0011P0_10468,What was the chancellor of the Exchequer about to do with regard to the sinking fund?
S4V0038P0_10010,What had they seen in Switzerland within the last two or three years?
S5CV0012P0_9033,"What safeguard have we that next year the Chancellor of the Exchequer will not come forward and say, """"We require £2, 000, 000 or £3, 000, 000 for """"Dreadnoughts""""; we must take it from the Sinking Fund""""?"
S3V0135P0_17973,What was this new Council in Canada to do?
S4V0028P0_8960,What had the agricultural labourers in England done not to be legislated for?
S3V0153P0_18809,"What one of the two or three sections he should like to know which occupied the Opposition benches, both below and above the gangway, was equal in point of numbers to the supporters of the existing Administration?"
S4V0086P0_4956,What is there to prevent a Radical Government doing the same thing?
S4V0072P0_992,What have the parents of these children done that they are not to have the same advantages as the parents on the Continent?
S3V0197P0_24160,What was the condition of farming in France?
S3V0078P0_2093,What would be the result of these inquiries?
S3V0208P0_4117,What was the meaning and intention of that statute but to check illegitimate proceedings in connection with the obtaining and disposing of commissions in the Army?
S3V0102P0_6132,What did Lord Clarendon say in asking for a renewal of these powers?
S5CV0014P0_26667,"What is the position to-day, as we once more debate this question in the House?"
S3V0081P0_15834,What would be the natural feelings of the people of Brighton in such exasperating circumstances?
S3V0313P0_10709,What is the state of the case against the Plan of Campaign?
S3V0100P0_12910,What are the advantages which we derive from our colonial possessions in return for this expenditure?
S3V0306P0_893,What would be the effect on the gallant officers of that ship and her crew?
S3V0145P0_3605,"What would their Lordships say of a man who cut off the evidence of the previous marriage, and produced in court only the evidence of the second?"
S3V0334P0_25198,"What was the number of ironclads building, or in course of construction, when I came into office?"
S5CV0012P0_28445,What did the Chancellor of the Exchequer say to-night with regard to the tax on mineral royalties?
S5LV0001P0_6776,"What has he done, they ask, to earn this very special protection?"
S3V0232P0_16304,What mischief would arise from the children being allowed to succeed as heirs?
S4V0032P0_3077,What contradiction is there in treating an Act of Parliament as a national sin and describing it as a disaster?
S3V0071P0_12246,What state in Christendom would lay that down as an indisputable inference? or because her capital had been occupied by a foreign foe?
S3V0272P0_16565,"What need, then, for seeking elsewhere the cause of the fires?"
S4V0130P0_6787,What did the British taxpayer get in return for that?
S4V0184P0_605,What is the full and real value of this Special Infantry Reserve which this Order attempts to create?
S3V0174P0_2112,What did their Lordships suppose was the amount of fees which had been received from the passing of the Act down to the 1st of March last?
S3V0346P0_20204,What is the advantage of the clause as it now stands?
S3V0313P0_13196,"What is the practice of the Excise authorities with respect to prosecutions by that Department of persons selling exciseable liquors on other than licensed premises, and the acceptance of what are called """"compromise fines"""" for such offences; whether, in the month of February last, several licensed grocers in Dundee and Broughty Ferry became liable to prosecution for such offences, and were compromised with privately, without being prosecuted, while another grocer who committed a similar offence was prosecuted; whether he is prepared to give the names of the parties compromised with, to state the several amounts of their """"compromise fines, """" and explain at whose instance the Excise authorities were induced to forego these prosecutions, and give any further particulars relating to these cases; and, whether the practice of settling these offences secretly, by the acceptance of so-called """"compromise fines, """" is to be continued?"
S3V0194P0_1583,What will be the practical result of the Bill if it becomes law?
S3V0204P0_16224,What was the practical result of this state of things?
S3V0304P0_1275,What was the Crofters Bill but an extension of the principle of exceptional legislation?
S3V0150P0_8485,What was the position in which they were now placed?
S3V0305P0_8198,What were the grounds for this legislation?
S3V0084P0_18207,What was the effect of predicting calamity to follow from this measure?
S3V0051P0_12178,What is the proportion of Ro- man Catholic Privy Councillors?
S3V0018P0_8174,What was the present situation as to neutrality?
S3V0128P0_15544,What was the state of Arabia in the year 1833?
S3V0329P0_15838,What was the meaning of the language employed?
S3V0069P0_4026,"What did this prove, but that the Corn-law was as injurious to the agricultural classes as it was to every other class?"
S3V0058P0_15439,What is the principle on which he rests his opposition to the Government?
S4V0160P0_1879,What would the men who snared them do with them?
S2V0002P0_5691,What was the room next to the Queen's room in that house?
S3V0144P0_5803,What had been the result of our recent acts at Canton?
S4V0152P0_17553,What is to be done at the end of the year 1907?
S2V0002P0_8027,"What was the usual place where her royal highness slept, on her voyage from Jaffa to Italy?"
S3V0149P0_23742,What power would not this new authority possess at homo in influencing votes?
S3V0153P0_13949,What was the suffrage as it existed in France?
S3V0266P0_15511,What other facts came from the great landed estates?
S4V0171P0_22345,"What did he get for the additional £7, 000?"
S1V0041P0_17589,"What was the difference between a free and a despotic government, but that public opinion was expressed, and produced its influence on the former, and not on the latter?"
S3V0079P0_12531,What were the purposes for which the Union was carried?
S3V0088P0_11283,"What right had Austria, Russia, and Prussia, those despotic States, to deprive the Poles of the privileges given to them by the Treaty of Vienna, and which were guaranteed to them as strongly as possible by England?"
S3V0311P0_28904,What did he say when he was pressed hard upon this question?
S4V0194P0_18886,What happened before the Water Board was created?
S3V0099P0_18145,"What ground, then, was there for charging the proprietors with dishonesty?"
S5CV0007P0_12751,What is to happen in the case of corporate bodies throughout the country?
S1V0019P0_734,"What would their lordships, who were Protestants, say, feel, and think, of a regulation, by which they were compelled to go to mass, and join in a worship which they were taught to consider as idolatrous?"
S4V0074P0_15624,What objection has he to either of those three wholesome ingredients?
S4V0123P0_15672,What was the position on the present occasion?
S4V0087P0_2138,What objection could there be to the promoter supplying information as to the amount of money which had been spent on obtaining reports?
